step,K,V_WCA,V_tether,H
931,0.0000066439,0.0000000000,0.0000189822,0.0000256260
932,0.0000067327,0.0000000000,0.0000188934,0.0000256260
933,0.0000068232,0.0000000000,0.0000188029,0.0000256260
934,0.0000069154,0.0000000000,0.0000187107,0.0000256260
935,0.0000070092,0.0000000000,0.0000186168,0.0000256260
936,0.0000071047,0.0000000000,0.0000185214,0.0000256260
937,0.0000072017,0.0000000000,0.0000184243,0.0000256260
938,0.0000073003,0.0000000000,0.0000183258,0.0000256260
939,0.0000074003,0.0000000000,0.0000182257,0.0000256260
940,0.0000075019,0.0000000000,0.0000181241,0.0000256260
941,0.0000076049,0.0000000000,0.0000180211,0.0000256260
942,0.0000077093,0.0000000000,0.0000179167,0.0000256260
943,0.0000078151,0.0000000000,0.0000178109,0.0000256260
944,0.0000079222,0.0000000000,0.0000177038,0.0000256260
945,0.0000080305,0.0000000000,0.0000175955,0.0000256260
946,0.0000081402,0.0000000000,0.0000174858,0.0000256260
947,0.0000082511,0.0000000000,0.0000173749,0.0000256260
948,0.0000083631,0.0000000000,0.0000172629,0.0000256260
949,0.0000084763,0.0000000000,0.0000171497,0.0000256260
950,0.0000085906,0.0000000000,0.0000170354,0.0000256260
951,0.0000087060,0.0000000000,0.0000169200,0.0000256260
952,0.0000088224,0.0000000000,0.0000168036,0.0000256260
953,0.0000089397,0.0000000000,0.0000166862,0.0000256260
954,0.0000090581,0.0000000000,0.0000165679,0.0000256260
955,0.0000091773,0.0000000000,0.0000164487,0.0000256260
956,0.0000092974,0.0000000000,0.0000163286,0.0000256260
957,0.0000094183,0.0000000000,0.0000162076,0.0000256260
958,0.0000095400,0.0000000000,0.0000160859,0.0000256260
959,0.0000096625,0.0000000000,0.0000159635,0.0000256260
960,0.0000097857,0.0000000000,0.0000158403,0.0000256260
961,0.0000099095,0.0000000000,0.0000157165,0.0000256260
962,0.0000100340,0.0000000000,0.0000155920,0.0000256260
963,0.0000101590,0.0000000000,0.0000154670,0.0000256260
964,0.0000102846,0.0000000000,0.0000153414,0.0000256260
965,0.0000104107,0.0000000000,0.0000152153,0.0000256259
966,0.0000105372,0.0000000000,0.0000150887,0.0000256259
967,0.0000106642,0.0000000000,0.0000149618,0.0000256259
968,0.0000107915,0.0000000000,0.0000148344,0.0000256259
969,0.0000109192,0.0000000000,0.0000147068,0.0000256259
970,0.0000110471,0.0000000000,0.0000145788,0.0000256259
971,0.0000111753,0.0000000000,0.0000144506,0.0000256259
972,0.0000113038,0.0000000000,0.0000143222,0.0000256259
973,0.0000114323,0.0000000000,0.0000141936,0.0000256259
974,0.0000115610,0.0000000000,0.0000140649,0.0000256259
975,0.0000116898,0.0000000000,0.0000139361,0.0000256259
976,0.0000118187,0.0000000000,0.0000138072,0.0000256259
977,0.0000119475,0.0000000000,0.0000136784,0.0000256259
978,0.0000120763,0.0000000000,0.0000135496,0.0000256259
979,0.0000122050,0.0000000000,0.0000134209,0.0000256259
980,0.0000123336,0.0000000000,0.0000132923,0.0000256259
981,0.0000124621,0.0000000000,0.0000131638,0.0000256259
982,0.0000125903,0.0000000000,0.0000130356,0.0000256259
983,0.0000127183,0.0000000000,0.0000129076,0.0000256259
984,0.0000128460,0.0000000000,0.0000127799,0.0000256259
985,0.0000129733,0.0000000000,0.0000126526,0.0000256259
986,0.0000131003,0.0000000000,0.0000125256,0.0000256259
987,0.0000132269,0.0000000000,0.0000123990,0.0000256259
988,0.0000133531,0.0000000000,0.0000122728,0.0000256259
989,0.0000134787,0.0000000000,0.0000121472,0.0000256259
990,0.0000136039,0.0000000000,0.0000120220,0.0000256259
991,0.0000137284,0.0000000000,0.0000118974,0.0000256259
992,0.0000138524,0.0000000000,0.0000117735,0.0000256259
993,0.0000139757,0.0000000000,0.0000116501,0.0000256259
994,0.0000140984,0.0000000000,0.0000115275,0.0000256259
995,0.0000142203,0.0000000000,0.0000114056,0.0000256259
996,0.0000143415,0.0000000000,0.0000112844,0.0000256259
997,0.0000144619,0.0000000000,0.0000111640,0.0000256259
998,0.0000145814,0.0000000000,0.0000110444,0.0000256259
999,0.0000147001,0.0000000000,0.0000109258,0.0000256259
1000,0.0000148181,0.0000000000,0.0000108080,0.0000256261
